set,collector_number,name,mana_cost,cmc,type_line,rarity,colors,score,gih_wr,iwd,oh_wr,gd_wr,ata,alsa,gih_games,my_eval,my_notes,oracle_text,scryfall_uri,image_url
dsk,62,Glimmerburst,{3}{U},4.0,Instant,common,U,78.1,0.5762198762807805,0.03532998970664314,0.5551409618573798,0.589631858683758,6.851514859360313,5.209085281416493,167476,,,Draw two cards. Create a 1/1 white Glimmer enchantment creature token.,https://scryfall.com/card/dsk/62/glimmerburst?utm_source=api,https://cards.scryfall.io/small/front/f/e/fe1ab8db-3994-4b6d-9eaf-75243a78b715.jpg?1726286087
dsk,47,Cursed Windbreaker,{2}{U},3.0,Artifact — Equipment,uncommon,U,74.3,0.5729387566369565,0.03252203382744612,0.5520639039818344,0.5864669557219814,5.105335755618356,4.038255138867096,62717,,,"When this Equipment enters, manifest dread, then attach this Equipment to that creature. (Look at the top two cards of your library. Put one onto the battlefield face down as a 2/2 creature and the other into your graveyard. Turn it face up any time for its mana cost if it's a creature card.) Equipped creature has flying. Equip {3}",https://scryfall.com/card/dsk/47/cursed-windbreaker?utm_source=api,https://cards.scryfall.io/small/front/f/6/f651e216-f9da-4696-8a1d-6d674e9044c0.jpg?1726286030
dsk,78,Unable to Scream,{U},1.0,Enchantment — Aura,common,U,72.1,0.570582642227035,0.0319549521475031,0.5484418955465257,0.5846604508887295,5.20561648177496,4.0491705081930265,189310,,,"Enchant creature Enchanted creature loses all abilities and is a Toy artifact creature with base power and toughness 0/2 in addition to its other types. As long as enchanted creature is face down, it can't be turned face up.",https://scryfall.com/card/dsk/78/unable-to-scream?utm_source=api,https://cards.scryfall.io/small/front/7/c/7c59e0cd-10a8-4a32-9c0a-a2c6ef1ed9a6.jpg?1726286143
dsk,82,Vanish from Sight,{3}{U},4.0,Instant,common,U,70.6,0.5684242608960682,0.022979598390990175,0.5411903024406065,0.5848268789373443,8.802751853362443,6.506953913864373,131240,,,Target nonland permanent's owner puts it on their choice of the top or bottom of their library. Surveil 1. (Look at the top card of your library. You may put it into your graveyard.),https://scryfall.com/card/dsk/82/vanish-from-sight?utm_source=api,https://cards.scryfall.io/small/front/5/2/5254988b-3113-42f7-b751-517ffb3b40f0.jpg?1727205055
dsk,69,Paranormal Analyst,{1}{U},2.0,Creature — Human Detective,uncommon,U,68.7,0.5673724894291755,0.030782111581188043,0.5717144490729397,0.5644239835820067,4.759740465263491,3.9994893715151667,60544,,,"Whenever you manifest dread, put a card you put into your graveyard this way into your hand.",https://scryfall.com/card/dsk/69/paranormal-analyst?utm_source=api,https://cards.scryfall.io/small/front/6/0/60cf954a-5503-460c-8720-8960842eea47.jpg?1726286109
dsk,66,The Mindskinner,{U}{U}{U},3.0,Legendary Enchantment Creature — Nightmare,rare,U,61.9,0.5604305604305604,0.041693067252463245,0.5401414949246386,0.5728851963746223,4.4375506072874495,3.579718828237006,17094,,,"The Mindskinner can't be blocked. If a source you control would deal damage to an opponent, prevent that damage and each opponent mills that many cards.",https://scryfall.com/card/dsk/66/the-mindskinner?utm_source=api,https://cards.scryfall.io/small/front/7/f/7f1bb4c5-99be-46cc-ad54-7affb5f0144c.jpg?1726286101
dsk,67,Mirror Room // Fractured Realm,{2}{U} // {5}{U}{U},10.0,Enchantment — Room // Enchantment — Room,mythic,U,58.1,0.5552493325294979,0.039889127276645286,0.5110958590711507,0.5819060773480663,2.710998369269795,2.5249000129015613,11611,,,"When you unlock this door, create a token that's a copy of target creature you control, except it's a Reflection in addition to its other creature types. (You may cast either half. That door unlocks on the battlefield. As a sorcery, you may pay the mana cost of a locked door to unlock it.) // If a triggered ability of a permanent you control triggers, that ability triggers an additional time. (You may cast either half. That door unlocks on the battlefield. As a sorcery, you may pay the mana cost of a locked door to unlock it.)",https://scryfall.com/card/dsk/67/mirror-room-fractured-realm?utm_source=api,https://cards.scryfall.io/small/front/c/2/c2e085dd-a448-4f5a-9cfa-5c2034234e7c.jpg?1726867728
dsk,76,Tunnel Surveyor,{2}{U},3.0,Creature — Human Detective,common,U,57.7,0.5551979928002618,0.014187551713397362,0.5443455046212595,0.5625392906536821,7.2282223629089835,5.2464295496341515,146672,,,"When this creature enters, create a 1/1 white Glimmer enchantment creature token.",https://scryfall.com/card/dsk/76/tunnel-surveyor?utm_source=api,https://cards.scryfall.io/small/front/1/2/12ee2690-f464-4a38-81e1-6dd2053a3327.jpg?1726286136
dsk,77,Twist Reality,{1}{U}{U},3.0,Instant,common,U,57.4,0.5550658359844468,0.021280635202626685,0.5269679300291545,0.5722060183538451,9.26195219123506,6.586036900115353,90528,,,Choose one — • Counter target spell. • Manifest dread. (Look at the top two cards of your library. Put one onto the battlefield face down as a 2/2 creature and the other into your graveyard. Turn it face up any time for its mana cost if it's a creature card.),https://scryfall.com/card/dsk/77/twist-reality?utm_source=api,https://cards.scryfall.io/small/front/6/4/644714dd-7a0b-4d4b-9a61-8f6e505b1d22.jpg?1726286137
dsk,56,Fear of Falling,{3}{U}{U},5.0,Enchantment Creature — Nightmare,uncommon,U,56.6,0.5545962587424288,0.018424224395993116,0.5234375,0.572936048056988,4.7478257651456275,3.7134142248179103,59766,,,"Flying Whenever this creature attacks, target creature defending player controls gets -2/-0 and loses flying until your next turn.",https://scryfall.com/card/dsk/56/fear-of-falling?utm_source=api,https://cards.scryfall.io/small/front/0/e/0e814e48-cd9d-428f-90e2-74d97cb9c8f1.jpg?1726286065
dsk,65,Meat Locker // Drowned Diner,{2}{U} // {3}{U}{U},8.0,Enchantment — Room // Enchantment — Room,common,U,56.2,0.5544581096512529,0.026996250423776402,0.5113548169394297,0.5818976628286647,6.136813960033774,4.510523884473778,152374,,,"When you unlock this door, tap up to one target creature and put two stun counters on it. (If a permanent with a stun counter would become untapped, remove one from it instead.) (You may cast either half. That door unlocks on the battlefield. As a sorcery, you may pay the mana cost of a locked door to unlock it.) // When you unlock this door, draw three cards, then discard a card. (You may cast either half. That door unlocks on the battlefield. As a sorcery, you may pay the mana cost of a locked door to unlock it.)",https://scryfall.com/card/dsk/65/meat-locker-drowned-diner?utm_source=api,https://cards.scryfall.io/small/front/b/3/b3c773f0-9e65-48de-a362-a9a943198693.jpg?1726780679
dsk,60,Get Out,{U}{U},2.0,Instant,uncommon,U,52.1,0.5521834107442047,0.021555736452791407,0.5277777777777778,0.5673020779666839,6.845718730113838,5.061599539773553,47151,,,Choose one — • Counter target creature or enchantment spell. • Return one or two target creatures and/or enchantments you own to your hand.,https://scryfall.com/card/dsk/60/get-out?utm_source=api,https://cards.scryfall.io/small/front/5/d/5d9471c8-2db9-4ce3-a1e5-42b85134cb8e.jpg?1726286080
dsk,49,Don't Make a Sound,{1}{U},2.0,Instant,common,U,50.9,0.5514043691484619,0.019951705910146722,0.548570161826646,0.5533114558472554,9.999309207944108,6.939003560657977,56075,,,"Counter target spell unless its controller pays {2}. If they do, surveil 2. (Look at the top two cards of your library, then put any number of them into your graveyard and the rest on top of your library in any order.)",https://scryfall.com/card/dsk/49/dont-make-a-sound?utm_source=api,https://cards.scryfall.io/small/front/b/5/b5f42e59-7315-41cb-9c41-346e44f0c5fb.jpg?1726286037
dsk,50,Duskmourn's Domination,{4}{U}{U},6.0,Enchantment — Aura,uncommon,U,48.7,0.5497786974765764,0.023916090625637376,0.5141461108046339,0.5702329789640352,8.11892045859147,5.841575475007638,34794,,,Enchant creature You control enchanted creature. Enchanted creature gets -3/-0 and loses all abilities.,https://scryfall.com/card/dsk/50/duskmourns-domination?utm_source=api,https://cards.scryfall.io/small/front/1/d/1d96dbc9-c2fd-42c1-9d55-5c14fa1c1c6f.jpg?1726286043
dsk,79,Underwater Tunnel // Slimy Aquarium,{U} // {3}{U},5.0,Enchantment — Room // Enchantment — Room,common,U,46.4,0.54770335295802,0.014469703166091086,0.5297479864899974,0.5598347610354351,7.163876889848812,5.0908890567159,143187,,,"When you unlock this door, surveil 2. (Look at the top two cards of your library, then put any number of them into your graveyard and the rest on top of your library in any order.) (You may cast either half. That door unlocks on the battlefield. As a sorcery, you may pay the mana cost of a locked door to unlock it.) // When you unlock this door, manifest dread, then put a +1/+1 counter on that creature. (You may cast either half. That door unlocks on the battlefield. As a sorcery, you may pay the mana cost of a locked door to unlock it.)",https://scryfall.com/card/dsk/79/underwater-tunnel-slimy-aquarium?utm_source=api,https://cards.scryfall.io/small/front/2/d/2dd69f2d-8c9c-41fc-93ea-48fc7a6d5272.jpg?1726780798
dsk,70,Piranha Fly,{1}{U},2.0,Creature — Fish Insect,common,U,41.9,0.5438861946330423,0.004889325838174474,0.5478700180876941,0.5410636558474557,9.693489173597063,6.819033215422485,77325,,,Flying This creature enters tapped.,https://scryfall.com/card/dsk/70/piranha-fly?utm_source=api,https://cards.scryfall.io/small/front/c/d/cd891675-12d4-40df-996a-97d694155227.jpg?1726286115
dsk,73,Stalked Researcher,{1}{U},2.0,Creature — Human Wizard,common,U,37.0,0.5405907771315787,0.005089497019859834,0.5401544310373326,0.540888716906904,9.192571584088924,6.52060428013803,104371,,,"Defender Eerie — Whenever an enchantment you control enters and whenever you fully unlock a Room, this creature can attack this turn as though it didn't have defender.",https://scryfall.com/card/dsk/73/stalked-researcher?utm_source=api,https://cards.scryfall.io/small/front/8/a/8a26ccad-adfa-43cc-be4c-dc8dd584bca3.jpg?1726286124
dsk,57,Fear of Impostors,{1}{U}{U},3.0,Enchantment Creature — Nightmare,uncommon,U,34.3,0.5388963660834455,0.010594820064084076,0.5156358582348853,0.5536028119507909,6.372452025586354,4.614705617853165,40865,,,"Flash When this creature enters, counter target spell. Its controller manifests dread. (That player looks at the top two cards of their library, then puts one onto the battlefield face down as a 2/2 creature and the other into their graveyard. If it's a creature card, it can be turned face up any time for its mana cost.)",https://scryfall.com/card/dsk/57/fear-of-impostors?utm_source=api,https://cards.scryfall.io/small/front/b/d/bdee441e-14ab-42d1-b447-5a6488fd713a.jpg?1726286066
dsk,81,Unwilling Vessel,{2}{U},3.0,Creature — Human Wizard,uncommon,U,27.2,0.5335619968366241,0.004602832128812406,0.521832884097035,0.5412390837719427,4.529509463113171,3.5618280751413076,56269,,,"Vigilance Eerie — Whenever an enchantment you control enters and whenever you fully unlock a Room, put a possession counter on this creature. When this creature dies, create an X/X blue Spirit creature token with flying, where X is the number of counters on this creature.",https://scryfall.com/card/dsk/81/unwilling-vessel?utm_source=api,https://cards.scryfall.io/small/front/5/d/5d1758ed-fe33-4ead-8c83-e54fabcb4cfe.jpg?1726286151
dsk,61,Ghostly Keybearer,{3}{U},4.0,Creature — Spirit,uncommon,U,23.0,0.5295782826449881,0.01793857800601617,0.5023545882652412,0.5462778623570286,5.777130025478257,4.3267207494754265,41331,,,"Flying Whenever this creature deals combat damage to a player, unlock a locked door of up to one target Room you control.",https://scryfall.com/card/dsk/61/ghostly-keybearer?utm_source=api,https://cards.scryfall.io/small/front/1/1/11d04a98-6997-4653-9719-e6b215567599.jpg?1726286080
dsk,54,Erratic Apparition,{2}{U},3.0,Creature — Spirit,common,U,22.6,0.529283651342266,0.005081845515215733,0.5142991644109686,0.5393694550063372,9.870742087217216,6.753449498487774,63363,,,"Flying, vigilance Eerie — Whenever an enchantment you control enters and whenever you fully unlock a Room, this creature gets +1/+1 until end of turn.",https://scryfall.com/card/dsk/54/erratic-apparition?utm_source=api,https://cards.scryfall.io/small/front/a/7/a74fd612-2890-4333-a379-5bf7650fbb87.jpg?1726286058
dsk,48,Daggermaw Megalodon,{4}{U}{U},6.0,Creature — Shark,common,U,21.9,0.528379684922937,-0.0029810424845835293,0.50596503874572,0.5429826003240426,9.772420934972713,6.650672476606074,70332,,,"Vigilance Islandcycling {2} ({2}, Discard this card: Search your library for an Island card, reveal it, put it into your hand, then shuffle.)",https://scryfall.com/card/dsk/48/daggermaw-megalodon?utm_source=api,https://cards.scryfall.io/small/front/e/7/e72a38b9-29aa-4804-ab27-4c40321f0bc3.jpg?1726286036
dsk,44,Central Elevator // Promising Stairs,{3}{U} // {2}{U},7.0,Enchantment — Room // Enchantment — Room,rare,U,16.6,0.5220010954902319,0.04789989211180301,0.4742397587333501,0.5492473118279569,6.440706165079952,4.811312275295326,10954,,,"When you unlock this door, search your library for a Room card that doesn't have the same name as a Room you control, reveal it, put it into your hand, then shuffle. (You may cast either half. That door unlocks on the battlefield. As a sorcery, you may pay the mana cost of a locked door to unlock it.) // At the beginning of your upkeep, surveil 1. You win the game if there are eight or more different names among unlocked doors of Rooms you control. (You may cast either half. That door unlocks on the battlefield. As a sorcery, you may pay the mana cost of a locked door to unlock it.)",https://scryfall.com/card/dsk/44/central-elevator-promising-stairs?utm_source=api,https://cards.scryfall.io/small/front/e/5/e548befc-4cd4-46be-951f-045452261cda.jpg?1726867824
dsk,71,Scrabbling Skullcrab,{U},1.0,Creature — Crab Skeleton,uncommon,U,15.5,0.5177375809935205,0.013108246979089744,0.5065366117997697,0.5251604794182341,6.921057936539935,5.123687273583302,37040,,,"Eerie — Whenever an enchantment you control enters and whenever you fully unlock a Room, target player mills two cards. (They put the top two cards of their library into their graveyard.)",https://scryfall.com/card/dsk/71/scrabbling-skullcrab?utm_source=api,https://cards.scryfall.io/small/front/c/1/c1017b8e-e7fa-41de-8eb2-2e4a59db5117.jpg?1726286116
dsk,46,Creeping Peeper,{1}{U},2.0,Creature — Eye,common,U,14.7,0.516259636777565,-0.004346584971969714,0.5124019036212928,0.518945128238882,9.20983708149187,6.373190695599501,77308,,,"{T}: Add {U}. Spend this mana only to cast an enchantment spell, unlock a door, or turn a permanent face up.",https://scryfall.com/card/dsk/46/creeping-peeper?utm_source=api,https://cards.scryfall.io/small/front/7/a/7ad59368-1335-4d8e-a254-ccd889933e57.jpg?1726286029
dsk,45,Clammy Prowler,{3}{U},4.0,Enchantment Creature — Horror,common,U,10.9,0.5114734922764648,-0.0005038810634270252,0.48424454618906543,0.5283913431503793,10.945587259455873,7.412093785195045,29067,,,"Whenever this creature attacks, another target attacking creature can't be blocked this turn.",https://scryfall.com/card/dsk/45/clammy-prowler?utm_source=api,https://cards.scryfall.io/small/front/2/3/237f0b93-f12e-4c5f-a3d7-83e8f20f8493.jpg?1726286023
dsk,55,Fear of Failed Tests,{4}{U},5.0,Enchantment Creature — Nightmare,uncommon,U,10.2,0.5103121516164995,0.006823315890821635,0.4950642577761222,0.5194255816542358,9.24707055597108,6.081332463184179,14352,,,"Whenever this creature deals combat damage to a player, draw that many cards.",https://scryfall.com/card/dsk/55/fear-of-failed-tests?utm_source=api,https://cards.scryfall.io/small/front/a/8/a87c39df-7636-454b-8485-a1cc9362fd84.jpg?1726286059
dsk,52,Enter the Enigma,{U},1.0,Sorcery,common,U,7.5,0.5056330672237559,-0.00015966408873413496,0.46281152647975077,0.5322366033627677,11.60766363808117,8.029100555423991,13403,,,Target creature can't be blocked this turn. Draw a card.,https://scryfall.com/card/dsk/52/enter-the-enigma?utm_source=api,https://cards.scryfall.io/small/front/c/f/cf5479c7-9e46-4a57-abe7-8cc670de89e4.jpg?1726286051
dsk,75,The Tale of Tamiyo,{2}{U},3.0,Legendary Enchantment — Saga,rare,U,1.9,0.4733044733044733,0.017201689578563217,,,9.200447018185512,6.043263519849953,693,,,"(As this Saga enters and after your draw step, add a lore counter. Sacrifice after IV.) I, II, III — Mill two cards. If two cards that share a card type were milled this way, draw a card and repeat this process. IV — Exile any number of target instant, sorcery, and/or Tamiyo planeswalker cards from your graveyard. Copy them. You may cast any number of the copies.",https://scryfall.com/card/dsk/75/the-tale-of-tamiyo?utm_source=api,https://cards.scryfall.io/small/front/a/a/aaeba193-05d3-4c2d-a304-bbe7114c2eef.jpg?1726326895
dsk,63,Leyline of Transformation,{2}{U}{U},4.0,Enchantment,rare,U,,,,,,9.887646835922698,6.454475353717096,74,,,"If this card is in your opening hand, you may begin the game with it on the battlefield. As this enchantment enters, choose a creature type. Creatures you control are the chosen type in addition to their other types. The same is true for creature spells you control and creature cards you own that aren't on the battlefield.",https://scryfall.com/card/dsk/63/leyline-of-transformation?utm_source=api,https://cards.scryfall.io/small/front/4/b/4bd941ca-f3d2-44c1-8df3-851362f6b848.jpg?1726286087
dsk,64,Marina Vendrell's Grimoire,{5}{U},6.0,Legendary Artifact — Book,rare,U,,,,,,9.638735865468252,6.310787507185284,254,,,"When Marina Vendrell's Grimoire enters, if you cast it, draw five cards. You have no maximum hand size and don't lose the game for having 0 or less life. Whenever you gain life, draw that many cards. Whenever you lose life, discard that many cards. Then if you have no cards in hand, you lose the game.",https://scryfall.com/card/dsk/64/marina-vendrells-grimoire?utm_source=api,https://cards.scryfall.io/small/front/1/a/1ab1aef7-4171-4869-8eb5-fe42e3ca9e45.jpg?1726286094
dsk,118,Unholy Annex // Ritual Chamber,{2}{B} // {3}{B}{B},8.0,Enchantment — Room // Enchantment — Room,rare,B,99.2,0.648634740938475,0.14470449956352238,0.6423240510392424,0.6528553027050236,1.6360219263899765,1.6753559254060557,31093,,,"At the beginning of your end step, draw a card. If you control a Demon, each opponent loses 2 life and you gain 2 life. Otherwise, you lose 2 life. (You may cast either half. That door unlocks on the battlefield. As a sorcery, you may pay the mana cost of a locked door to unlock it.) // When you unlock this door, create a 6/6 black Demon creature token with flying. (You may cast either half. That door unlocks on the battlefield. As a sorcery, you may pay the mana cost of a locked door to unlock it.)",https://scryfall.com/card/dsk/118/unholy-annex-ritual-chamber?utm_source=api,https://cards.scryfall.io/small/front/0/f/0fb4c734-c698-46f2-bc78-5f036f472e5b.jpg?1726867681
dsk,113,Overlord of the Balemurk,{3}{B}{B},5.0,Enchantment Creature — Avatar Horror,mythic,B,96.2,0.621271445860326,0.10495938912273739,0.6300777873811582,0.6151053013798112,1.480174000334616,1.4812088769934204,14047,,,"Impending 5—{1}{B} (If you cast this spell for its impending cost, it enters with five time counters and isn't a creature until the last is removed. At the beginning of your end step, remove a time counter from it.) Whenever this permanent enters or attacks, mill four cards, then you may return a non-Avatar creature card or a planeswalker card from your graveyard to your hand.",https://scryfall.com/card/dsk/113/overlord-of-the-balemurk?utm_source=api,https://cards.scryfall.io/small/front/9/b/9b911653-7b96-4cf3-a907-13c5c53a14f7.jpg?1726286269
dsk,119,Unstoppable Slasher,{2}{B},3.0,Creature — Zombie Assassin,rare,B,94.7,0.6166422562076365,0.10040132274815994,0.6365845483492543,0.6029842180774749,1.49128775307003,1.5017293439472963,29359,,,"Deathtouch Whenever this creature deals combat damage to a player, they lose half their life, rounded up. When this creature dies, if it had no counters on it, return it to the battlefield tapped under its owner's control with two stun counters on it.",https://scryfall.com/card/dsk/119/unstoppable-slasher?utm_source=api,https://cards.scryfall.io/small/front/c/7/c78da035-6b5b-4136-9ab6-f622b64fdc54.jpg?1726286292
dsk,111,Nowhere to Run,{1}{B},2.0,Enchantment,uncommon,B,80.8,0.5787684413085311,0.06280521110194814,0.5643428481806776,0.588750813978728,3.225144895229603,2.7152115942028985,62360,,,"Flash When this enchantment enters, target creature an opponent controls gets -3/-3 until end of turn. Creatures your opponents control can be the targets of spells and abilities as though they didn't have hexproof. Ward abilities of those creatures don't trigger.",https://scryfall.com/card/dsk/111/nowhere-to-run?utm_source=api,https://cards.scryfall.io/small/front/f/e/fee60e9d-9ee7-444a-88f3-c1929e1888fb.jpg?1726286262
dsk,99,Final Vengeance,{B},1.0,Sorcery,common,B,70.2,0.567992193217858,0.042977299854340734,0.5389481595924588,0.5865224514805589,7.247170432269234,5.420273489879803,122970,,,"As an additional cost to cast this spell, sacrifice a creature or enchantment. Exile target creature.",https://scryfall.com/card/dsk/99/final-vengeance?utm_source=api,https://cards.scryfall.io/small/front/6/4/648da934-71f6-4945-a08f-09698414417b.jpg?1726286218
dsk,112,Osseous Sticktwister,{1}{B},2.0,Artifact Creature — Scarecrow,uncommon,B,69.4,0.5677884150469007,0.03787482529390929,0.553396928804095,0.5780241601853384,3.5753312794625294,2.927263328902673,62046,,,"Lifelink Delirium — At the beginning of your end step, if there are four or more card types among cards in your graveyard, each opponent may sacrifice a nonland permanent of their choice or discard a card. Then this creature deals damage equal to its power to each opponent who didn't sacrifice a permanent or discard a card this way.",https://scryfall.com/card/dsk/112/osseous-sticktwister?utm_source=api,https://cards.scryfall.io/small/front/4/f/4f43473e-1302-4543-b331-1a86cfbc3ced.jpg?1726286266
dsk,87,Commune with Evil,{2}{B},3.0,Sorcery,uncommon,B,69.1,0.5674761587935241,0.05301573902819601,0.5443321348619496,0.5834700670385824,7.518032786885246,5.517447989565155,36072,,,Look at the top four cards of your library. Put one of them into your hand and the rest into your graveyard. You gain 3 life.,https://scryfall.com/card/dsk/87/commune-with-evil?utm_source=api,https://cards.scryfall.io/small/front/9/a/9ab94ebe-b51b-4c6f-af43-0ed80e2808a3.jpg?1726286174
dsk,86,Come Back Wrong,{2}{B},3.0,Sorcery,rare,B,63.8,0.563126608109307,0.054032130223936714,0.5313710302091402,0.5843761569788967,2.470885093167702,2.273185589748976,22542,,,"Destroy target creature. If a creature card is put into a graveyard this way, return it to the battlefield under your control. Sacrifice it at the beginning of your next end step.",https://scryfall.com/card/dsk/86/come-back-wrong?utm_source=api,https://cards.scryfall.io/small/front/7/2/72ee3b45-aa4e-4c5b-a9e6-608bfbd93f8b.jpg?1726286171
dsk,105,Let's Play a Game,{3}{B},4.0,Sorcery,uncommon,B,62.3,0.5613842149638917,0.04671782641540789,0.5248655279796168,0.5845821843903609,7.741280026324449,5.463620378291037,27279,,,"Delirium — Choose one. If there are four or more card types among cards in your graveyard, choose one or more instead. • Creatures your opponents control get -1/-1 until end of turn. • Each opponent discards two cards. • Each opponent loses 3 life and you gain 3 life.",https://scryfall.com/card/dsk/105/lets-play-a-game?utm_source=api,https://cards.scryfall.io/small/front/6/4/645911b4-7728-4380-9097-e4139b986423.jpg?1726286240
dsk,117,Sporogenic Infection,{1}{B},2.0,Enchantment — Aura,uncommon,B,61.1,0.5600133177959048,0.040884436573627836,0.5426930242185883,0.5716622581094251,5.107928410136322,3.875174449381607,48056,,,"Enchant creature When this Aura enters, target player sacrifices a creature of their choice other than enchanted creature. When enchanted creature is dealt damage, destroy it.",https://scryfall.com/card/dsk/117/sporogenic-infection?utm_source=api,https://cards.scryfall.io/small/front/e/a/eaae086e-0781-4f4d-bc9c-a98228bc380c.jpg?1726286285
dsk,103,Innocuous Rat,{1}{B},2.0,Creature — Rat,common,B,59.6,0.5567327935915649,0.025774576425612428,0.5494438704187686,0.56206380488094,7.821387427219229,5.59825085174388,116846,,,"When this creature dies, manifest dread. (Look at the top two cards of your library. Put one onto the battlefield face down as a 2/2 creature and the other into your graveyard. Turn it face up any time for its mana cost if it's a creature card.)",https://scryfall.com/card/dsk/103/innocuous-rat?utm_source=api,https://cards.scryfall.io/small/front/9/4/94edbbc5-5673-4753-bfad-4432c4b7dca4.jpg?1726286232
dsk,100,Funeral Room // Awakening Hall,{2}{B} // {6}{B}{B},11.0,Enchantment — Room // Enchantment — Room,mythic,B,55.8,0.5540625,0.050731281725888366,0.4993327995729917,0.5890996070391252,2.272201569599339,2.169715842740366,9600,,,"Whenever a creature you control dies, each opponent loses 1 life and you gain 1 life. (You may cast either half. That door unlocks on the battlefield. As a sorcery, you may pay the mana cost of a locked door to unlock it.) // When you unlock this door, return all creature cards from your graveyard to the battlefield. (You may cast either half. That door unlocks on the battlefield. As a sorcery, you may pay the mana cost of a locked door to unlock it.)",https://scryfall.com/card/dsk/100/funeral-room-awakening-hall?utm_source=api,https://cards.scryfall.io/small/front/4/8/48237c98-5067-47a8-af74-7b9bce57c6a4.jpg?1726867790
dsk,110,Murder,{1}{B}{B},3.0,Instant,common,B,52.8,0.5526165592222836,0.038733126303144516,0.5225064728378346,0.5721850010806138,5.77061284764952,4.176363972515965,106877,,,Destroy target creature.,https://scryfall.com/card/dsk/110/murder?utm_source=api,https://cards.scryfall.io/small/front/2/c/2c249609-9cf7-46f1-b94c-9329add966bb.jpg?1726286259
dsk,107,Live or Die,{3}{B}{B},5.0,Instant,uncommon,B,51.7,0.5521353414483186,0.04513166002603253,0.5110581092801387,0.5773765905002998,4.469083685125404,3.545047287207566,48470,,,Choose one — • Return target creature card from your graveyard to the battlefield. • Destroy target creature.,https://scryfall.com/card/dsk/107/live-or-die?utm_source=api,https://cards.scryfall.io/small/front/c/d/cd81e438-e38f-42a1-b677-202dbcb3837c.jpg?1726286247
dsk,122,Vile Mutilator,{5}{B}{B},7.0,Creature — Demon,uncommon,B,51.3,0.5518487293749247,0.03736045877114924,0.5232633488854329,0.5687612621247556,5.238321039690903,3.997117903234795,41515,,,"As an additional cost to cast this spell, sacrifice a creature or enchantment. Flying, trample When this creature enters, each opponent sacrifices a nontoken enchantment of their choice, then sacrifices a nontoken creature of their choice.",https://scryfall.com/card/dsk/122/vile-mutilator?utm_source=api,https://cards.scryfall.io/small/front/3/8/383fe040-98bb-40f3-b809-48c429b83f47.jpg?1726286303
dsk,123,Winter's Intervention,{1}{B},2.0,Instant,common,B,50.6,0.5510342259385896,0.031195455312566178,0.5394596661840632,0.5591809267448568,8.19214897527482,5.698104983450655,88617,,,Winter's Intervention deals 2 damage to target creature. You gain 2 life.,https://scryfall.com/card/dsk/123/winters-intervention?utm_source=api,https://cards.scryfall.io/small/front/b/3/b33d38fa-bbcf-4bcc-93a8-adbfd9c93faa.jpg?1726286306
dsk,96,Fanatic of the Harrowing,{3}{B},4.0,Creature — Human Cleric,common,B,47.5,0.5491633524549603,0.03498164055295028,0.5328213905722348,0.5598858738541856,10.20109018662229,7.103952716103481,54563,,,"When this creature enters, each player discards a card. If you discarded a card this way, draw a card.",https://scryfall.com/card/dsk/96/fanatic-of-the-harrowing?utm_source=api,https://cards.scryfall.io/small/front/2/a/2a0acb05-91e0-4f7c-b48b-99e1068fad16.jpg?1726286207
dsk,120,"Valgavoth, Terror Eater",{6}{B}{B}{B},9.0,Legendary Creature — Elder Demon,mythic,B,47.2,0.5484219368774751,0.030401269818750354,0.5269094424750241,0.5611854684512428,1.9510670403104118,1.976811842217849,8333,,,"Flying, lifelink Ward—Sacrifice three nonland permanents. If a card you didn't control would be put into an opponent's graveyard from anywhere, exile it instead. During your turn, you may play cards exiled with Valgavoth. If you cast a spell this way, pay life equal to its mana value rather than pay its mana cost.",https://scryfall.com/card/dsk/120/valgavoth-terror-eater?utm_source=api,https://cards.scryfall.io/small/front/7/7/7740ff55-67bb-409e-90f7-2c2c8b8c770a.jpg?1726286296
dsk,89,Cynical Loner,{1}{B},2.0,Creature — Human Survivor,uncommon,B,46.8,0.5478978978978979,0.02740714061492855,0.5581422623585293,0.5402715327192561,6.911958004381432,4.979296092663699,39960,,,"This creature can't be blocked by Glimmers. Survival — At the beginning of your second main phase, if this creature is tapped, you may search your library for a card, put it into your graveyard, then shuffle.",https://scryfall.com/card/dsk/89/cynical-loner?utm_source=api,https://cards.scryfall.io/small/front/c/c/cc93bcb8-778d-491e-877b-e6ad432764cb.jpg?1726286181
dsk,114,Popular Egotist,{2}{B},3.0,Creature — Human Rogue,uncommon,B,43.8,0.5458110151464671,0.01699132061122044,0.519398458233287,0.5638339154055103,6.9193789896760975,5.114908588301816,39019,,,"{1}{B}, Sacrifice another creature or enchantment: This creature gains indestructible until end of turn. Tap it. (Damage and effects that say ""destroy"" don't destroy it.) Whenever you sacrifice a permanent, target opponent loses 1 life and you gain 1 life.",https://scryfall.com/card/dsk/114/popular-egotist?utm_source=api,https://cards.scryfall.io/small/front/3/5/35e64605-8edb-4def-9522-765e90d1f0f3.jpg?1726286273
