set,collector_number,name,mana_cost,cmc,type_line,rarity,colors,score,expert_grade,gih_wr,iwd,oh_wr,gd_wr,ata,alsa,gih_games,my_eval,my_notes,oracle_text,scryfall_uri,image_url
msh,44,A.I.M. Scientists,{3}{U},4.0,Creature — Human Scientist Villain,common,U,3.5,D-,0.579708501105881,0.017901884075162577,0.5634886083297054,0.590113572891454,8.276545166402535,5.987767085304192,17633,,,"When this creature enters, it connives. (Draw a card, then discard a card. If you discarded a nonland card, put a +1/+1 counter on this creature.) Basic landcycling {2} ({2}, Discard this card: Search your library for a basic land card, reveal it, put it into your hand, then shuffle.)",https://scryfall.com/card/msh/44/aim-scientists?utm_source=api,https://cards.scryfall.io/small/front/a/b/ab96b656-100e-491a-a8c9-94dbb9482c4d.jpg?1780658382
msh,43,Aerial Doombot,{U},1.0,Artifact Creature — Robot Villain,common,U,3.5,D+,0.5772138920927848,0.0315932636346995,0.5781325592646347,0.5766081871345029,8.002181651165461,5.720165708940264,15606,,,Flying Power-up — {5}{U}: Put three +1/+1 counters on this creature. (Activate each power-up ability only once. Reduce the cost by its mana cost if it entered this turn.),https://scryfall.com/card/msh/43/aerial-doombot?utm_source=api,https://cards.scryfall.io/small/front/e/7/e727ec1c-dc3b-4f1a-8a62-18549f118b89.jpg?1780919583
msh,46,Atlantis Attacks,{5}{U}{U},7.0,Sorcery,common,U,3.5,D,0.580709219858156,0.011223868749800747,0.5442614513638703,0.601883689639707,7.350745594215996,5.593953497467587,21150,,,"Teamwork 4 (As an additional cost to cast this spell, you may tap any number of creatures you control with total power 4 or more.) Choose one. If this spell was cast using teamwork, choose both instead. • Target player creates a 6/5 blue Leviathan creature token with hexproof. • Return one or two target nonland permanents to their owners' hands.",https://scryfall.com/card/msh/46/atlantis-attacks?utm_source=api,https://cards.scryfall.io/small/front/4/0/40bc4380-055d-4913-93cb-280c9c1d1a87.jpg?1780919595
msh,48,Bold Biochemist,{1}{U},2.0,Creature — Human Scientist,common,U,3.5,C-,0.5897825756423901,0.013674839544849826,0.5698491155046826,0.6025076808104293,8.454562594268477,6.3126127896796325,19731,,,Power-up — {5}{U}: Put a +1/+1 counter on this creature and draw two cards. (Activate each power-up ability only once. Reduce the cost by its mana cost if it entered this turn.),https://scryfall.com/card/msh/48/bold-biochemist?utm_source=api,https://cards.scryfall.io/small/front/1/0/10644127-3da0-484e-9afc-de26d9c34390.jpg?1780919602
msh,53,Falcon's Wing Harness,{1}{U},2.0,Artifact — Equipment,uncommon,U,3.5,C-,0.5828212290502793,0.029608489065815924,0.5397973950795948,0.6098726114649682,5.93537141324752,4.609363317421062,7160,,,"When this Equipment enters, attach it to target creature you control. Equipped creature gets +1/+1 and has flying and ward {1}. (Whenever equipped creature becomes the target of a spell or ability an opponent controls, counter it unless that player pays {1}.) Equip {2}{U} ({2}{U}: Attach to target creature you control. Equip only as a sorcery.)",https://scryfall.com/card/msh/53/falcons-wing-harness?utm_source=api,https://cards.scryfall.io/small/front/2/0/20e93f86-9e20-4e08-9bf7-ae6ebebf6876.jpg?1780572359
msh,54,Frozen in Ice,{2}{U},3.0,Enchantment — Aura,common,U,3.5,C,0.5875746430972436,0.02584301871848349,0.5504197216023802,0.609599395313681,5.1193733888558395,3.991027690403754,25287,,,"Enchant creature When this Aura enters, tap enchanted creature. Enchanted creature loses all abilities and can't become untapped.",https://scryfall.com/card/msh/54/frozen-in-ice?utm_source=api,https://cards.scryfall.io/small/front/a/9/a990260b-39b7-4799-930a-bf9ac208d9ed.jpg?1780919615
msh,55,Futurist Forge,{1}{U},2.0,Artifact,common,U,3.5,D+,0.5895539371870733,0.03312020224731427,0.5711631894827094,0.6017205520892418,7.815849301721338,5.732784171831095,17576,,,"When this artifact enters, draw a card. {3}{U}, Sacrifice this artifact: Draw two cards.",https://scryfall.com/card/msh/55/futurist-forge?utm_source=api,https://cards.scryfall.io/small/front/a/5/a50feebf-c660-43f1-9fae-75294703b346.jpg?1780919622
msh,56,Giant-Sized Flying Ant,{3}{U},4.0,Creature — Insect,common,U,3.5,D+,0.5841670835417709,0.01993534550650644,0.5450847457627118,0.6070154577883472,9.680930568948892,6.852769704369959,7996,,,"Flash Flying When this creature enters, choose one — • Tap target nonland permanent. • Untap target nonland permanent.",https://scryfall.com/card/msh/56/giant-sized-flying-ant?utm_source=api,https://cards.scryfall.io/small/front/d/a/da529bb3-725b-41aa-ac34-b4117ff5d95b.jpg?1780919628
msh,65,"Loki, God of Mischief",{1}{U},2.0,Legendary Creature — God Sorcerer Villain,rare,U,3.5,C+,0.5878324993415854,0.030368826950568306,0.5909402882635553,0.5858974358974359,2.3329032258064517,2.2569277108433736,3797,,,"Whenever a player or permanent becomes the target of an ability you control, draw a card. This ability triggers only once each turn.",https://scryfall.com/card/msh/65/loki-god-of-mischief?utm_source=api,https://cards.scryfall.io/small/front/2/3/236c437f-ee9d-4145-a4db-b665908089cf.jpg?1780413476
msh,47,"Attuma, Atlantean Warlord",{2}{U}{U},4.0,Legendary Creature — Merfolk Warrior Villain,uncommon,U,3.0,D+,0.5645837933318614,0.016636066477453082,0.581056466302368,0.5551700208188758,7.481900452488688,5.648074236679306,4529,,,"Other Merfolk you control get +1/+1. Whenever one or more Merfolk you control attack a player, draw a card.",https://scryfall.com/card/msh/47/attuma-atlantean-warlord?utm_source=api,https://cards.scryfall.io/small/front/c/3/c3d5add1-0d0e-414b-a964-8da326472d35.jpg?1778243740
msh,50,Depower,{2}{U},3.0,Instant,common,U,3.0,D+,0.5721901043621893,0.01563272731300902,0.537875751503006,0.5927482290791212,8.93063945011456,6.422542460113227,13319,,,This spell costs {2} less to cast if it targets an attacking creature. Target creature gets -4/-0 until end of turn. Draw a card.,https://scryfall.com/card/msh/50/depower?utm_source=api,https://cards.scryfall.io/small/front/3/6/36e9a6e9-1f9d-4860-97ee-f01e66f8eb4d.jpg?1780919608
msh,58,I Am Iron Man,{2}{U},3.0,Instant,common,U,3.0,D+,0.5676913680781759,0.020484412127064422,0.5420408163265306,0.5830216295332574,9.847053772673608,7.0899945250479055,9824,,,"Until end of turn, target artifact or creature becomes an artifact creature with base power and toughness 4/4 and gains flying. Draw a card.",https://scryfall.com/card/msh/58/i-am-iron-man?utm_source=api,https://cards.scryfall.io/small/front/9/c/9c401abb-5978-41c0-962b-0432f9433929.jpg?1780919642
msh,67,"Ms. Marvel, Kamala Khan",{2}{U},3.0,Legendary Creature — Mutant Inhuman Hero,rare,U,3.0,D,0.5658951346244686,0.014533266920188415,0.5712545676004872,0.5625,3.601662887377173,3.2429003021148035,2117,,,"Vigilance, reach You have no maximum hand size. Embiggen Fist — Whenever you cast a spell that targets a creature you control, draw a card. Until end of turn, Ms. Marvel gains ""Ms. Marvel's base power is equal to the number of cards in your hand.""",https://scryfall.com/card/msh/67/ms-marvel-kamala-khan?utm_source=api,https://cards.scryfall.io/small/front/9/d/9dd2d627-10fc-4045-8545-03bcf75e60ca.jpg?1780572678
msh,83,"Wiccan, Rising Magician",{4}{U},5.0,Legendary Creature — Mutant Warlock Hero,uncommon,U,3.0,D+,0.5714946783896344,0.011120749539984986,0.5440264572137247,0.5878444881889764,6.04577883472057,4.604598610248009,6483,,,"Flying Whenever you cast a noncreature spell, exile another target nonland, nontoken permanent. Return that card to the battlefield under its owner's control at the beginning of the next end step.",https://scryfall.com/card/msh/83/wiccan-rising-magician?utm_source=api,https://cards.scryfall.io/small/front/5/d/5d27ddec-716d-47e5-ac48-365e91b88ff1.jpg?1781065475
msh,51,"Echo, Perceptive Prodigy",{2}{U},3.0,Legendary Creature — Human Hero,uncommon,U,2.5,D,0.5555555555555556,-0.0120485954445948,0.5302237029985721,0.5714712918660287,7.823656494733999,5.800684020520616,5445,,,"Vigilance {1}, {T}: Copy target activated or triggered ability you control from a creature source. You may choose new targets for the copy. (Mana abilities can't be targeted.)",https://scryfall.com/card/msh/51/echo-perceptive-prodigy?utm_source=api,https://cards.scryfall.io/small/front/c/d/cd9b9be6-0143-467c-8a2a-937ecafe0473.jpg?1780413454
msh,57,Hydraulic Helper,{1}{U},2.0,Artifact Creature — Robot,common,U,2.5,D+,0.5588091752074182,0.017468283886073466,0.549054905490549,0.5654945506888752,10.101618595594498,7.196046213981805,8196,,,Defender {T}: Add {U}. This mana can't be spent to cast a nonartifact spell.,https://scryfall.com/card/msh/57/hydraulic-helper?utm_source=api,https://cards.scryfall.io/small/front/0/6/06d8a2a0-775b-4813-973f-8b15612b38d1.jpg?1780919634
msh,59,"Iron Lad, Diverging Destiny",{2}{U},3.0,Legendary Artifact Creature — Human Hero,uncommon,U,2.5,C,0.5499083486085652,0.006217710888076766,0.5433333333333333,0.5542904748680922,5.373548387096775,4.203811101905551,6001,,,"Flying, vigilance You may look at the top card of your library any time. {T}: Reveal the top card of your library. If it's an artifact card, draw a card.",https://scryfall.com/card/msh/59/iron-lad-diverging-destiny?utm_source=api,https://cards.scryfall.io/small/front/3/5/355e7197-2f20-43b6-9305-73c4e1fd4a3c.jpg?1780572365
msh,69,Namor the Sub-Mariner,{1}{U}{U},3.0,Legendary Creature — Mutant Merfolk Villain,mythic,U,2.5,C-,0.5539940828402367,0.011705525626306335,0.5258964143426295,0.5705882352941176,2.6148148148148147,2.5223037831733484,1352,,,"Flying Namor's power is equal to the number of Merfolk you control. Whenever you cast a noncreature spell with one or more blue mana symbols in its mana cost, create that many 1/1 blue Merfolk creature tokens.",https://scryfall.com/card/msh/69/namor-the-sub-mariner?utm_source=api,https://cards.scryfall.io/small/front/7/a/7aaefcf9-fbe1-4767-92a5-09825761d116.jpg?1778243782
msh,75,"Shuri, Wakandan Inventor",{1}{U},2.0,Legendary Creature — Human Artificer Hero,uncommon,U,2.5,D+,0.5565003779289494,0.01265434347295058,0.5736617716721932,0.5451116001257467,6.751160631383472,5.095250843283183,5292,,,"Artifact spells you cast cost {1} less to cast. {1}, {T}: Target artifact you control becomes a copy of a second target artifact you control until end of turn, except it isn't legendary. Activate only as a sorcery.",https://scryfall.com/card/msh/75/shuri-wakandan-inventor?utm_source=api,https://cards.scryfall.io/small/front/6/5/65005522-555e-4479-939c-be16e0262f6f.jpg?1780413507
msh,78,Super Suit,{1}{U},2.0,Artifact — Equipment,common,U,2.5,D-,0.5498745900057882,0.012021139108859047,0.5411298315163529,0.5554502369668246,10.595891336667117,7.224296824146083,5183,,,"Flash When this Equipment enters, attach it to target creature you control. Untap that creature. Equipped creature gets +1/+2. Equip {2} ({2}: Attach to target creature you control. Equip only as a sorcery.)",https://scryfall.com/card/msh/78/super-suit?utm_source=api,https://cards.scryfall.io/small/front/e/8/e87f3a26-c2e5-47c7-b19d-bc01cb794805.jpg?1781622046
msh,45,Atlantean Cavalry,{2}{U},3.0,Creature — Merfolk Soldier,common,U,2.0,D-,0.535759493670886,0.025043707146162664,0.5277424819991529,0.5405405405405406,10.306109157222874,7.151502675998353,6320,,,"Vigilance Whenever you draw your second card each turn, put a +1/+1 counter on this creature.",https://scryfall.com/card/msh/45/atlantean-cavalry?utm_source=api,https://cards.scryfall.io/small/front/1/3/1319bf54-8705-4cc4-8d08-40f05fd09837.jpg?1780919589
msh,60,"Ironheart, Clever Champion",{4}{U},5.0,Legendary Artifact Creature — Human Hero,rare,U,2.0,C-,0.5390549662487946,0.02305658633789942,0.49411764705882355,0.5653170359052712,4.089487402258905,3.449483352468427,2074,,,Improvise (Your artifacts can help cast this spell. Each artifact you tap after you're done activating mana abilities pays for {1}.) Flying Noncreature spells you cast have improvise.,https://scryfall.com/card/msh/60/ironheart-clever-champion?utm_source=api,https://cards.scryfall.io/small/front/3/9/395e477a-861f-4661-b329-6c1ad5343ed5.jpg?1780658400
msh,63,Kid Loki,{U},1.0,Legendary Creature — God Hero Villain,uncommon,U,2.0,D+,0.5414396887159533,0.01588731900773943,0.5470347648261759,0.5380025125628141,6.419032258064516,4.784094698232744,5140,,,"Each creature you control that you've put one or more +1/+1 counters on this turn has hexproof. Whenever you draw your second card each turn, put a +1/+1 counter on Kid Loki.",https://scryfall.com/card/msh/63/kid-loki?utm_source=api,https://cards.scryfall.io/small/front/5/c/5c9ff69e-6489-49f3-b401-64856f0b7c11.jpg?1780919656
msh,66,"Mister Fantastic, Reed Richards",{3}{U},4.0,Legendary Creature — Human Scientist Hero,uncommon,U,2.0,D,0.5334281650071123,-0.012086202178674066,0.5208791208791209,0.5413953488372093,7.692761727244486,5.715881015910663,3515,,,"Reach Whenever one or more tokens you control enter, you may draw a card.",https://scryfall.com/card/msh/66/mister-fantastic-reed-richards?utm_source=api,https://cards.scryfall.io/small/front/1/7/17ef068b-61fc-443d-97b0-1e41f2622425.jpg?1780413484
msh,77,Super Intelligence,{U},1.0,Enchantment — Aura,uncommon,U,2.0,D-,0.53226345703778,0.030766043479380834,0.5222984562607204,0.5386301369863014,7.188942098389203,4.989137027846705,2991,,,"Enchant creature At the beginning of the upkeep of enchanted creature's controller, that player draws a card.",https://scryfall.com/card/msh/77/super-intelligence?utm_source=api,https://cards.scryfall.io/small/front/f/2/f26613a1-b4ad-4c7f-8dd9-8f82de995f0c.jpg?1780572720
msh,70,Pym Particles,{U},1.0,Sorcery,uncommon,U,1.5,D+,0.5196770938446014,-0.005428026115824047,0.4591474245115453,0.5565782349756362,8.633509583608724,5.996680956990734,2973,,,Target creature gains vigilance until end of turn and can't be blocked this turn. Draw a card.,https://scryfall.com/card/msh/70/pym-particles?utm_source=api,https://cards.scryfall.io/small/front/9/2/928dfa54-1ead-4eff-a538-36cb94f05b78.jpg?1780572370
msh,68,Multiversal Incursion,{5}{U}{U},7.0,Sorcery,mythic,U,1.0,F,0.5145867098865479,-0.004995535544261576,,0.5343511450381679,3.177233429394813,2.9766803840877913,1234,,,"For each nontoken creature you control, create a token that's a copy of that creature, except it isn't legendary.",https://scryfall.com/card/msh/68/multiversal-incursion?utm_source=api,https://cards.scryfall.io/small/front/8/a/8a505f6f-933c-4644-838f-897f5e4133b0.jpg?1780413491
msh,79,Thirst for Knowledge,{2}{U},3.0,Instant,uncommon,U,1.0,C-,0.509090909090909,-0.0095162147793727,0.4652173913043478,0.5376770538243626,8.480497646267652,5.990122076227752,2915,,,Draw three cards. Then discard two cards unless you discard an artifact card.,https://scryfall.com/card/msh/79/thirst-for-knowledge?utm_source=api,https://cards.scryfall.io/small/front/5/f/5f4f77e5-0019-4a5f-bae6-136121946929.jpg?1780629716
msh,71,Rewrite History,{2}{U},3.0,Enchantment — Plan,uncommon,U,0.5,D,0.4890935530780417,-0.03734875461426601,0.4543114543114543,0.5101088646967341,8.967405913978494,6.306156860957937,2063,,,"Whenever one or more creatures you control become tapped, draw a card, then discard a card and put a plan counter on this enchantment. When the fourth plan counter is put on this enchantment, sacrifice it. When you do, return up to two target instant and/or sorcery cards from your graveyard to your hand.",https://scryfall.com/card/msh/71/rewrite-history?utm_source=api,https://cards.scryfall.io/small/front/9/1/91fdf444-3f41-4b8b-b9f5-f3ae3d903649.jpg?1780572713
msh,95,Doctor Doom,{4}{B}{B},6.0,Legendary Creature — Human Scientist Villain,mythic,B,5.0,A,0.6589716684155299,0.1310240701622548,0.6617429837518464,0.6574450772986168,1.2857142857142858,1.3183760683760684,1906,,,"When Doctor Doom enters, create two 3/3 colorless Robot Villain artifact creature tokens named Doombot. As long as you control an artifact creature or a Plan, Doctor Doom has indestructible. At the beginning of your end step, you draw a card and lose 1 life.",https://scryfall.com/card/msh/95/doctor-doom?utm_source=api,https://cards.scryfall.io/small/front/9/b/9b1f213a-e1d4-4a0f-954b-c83915698d98.jpg?1778243813
msh,97,"Elektra, Daughter of the Hand",{2}{B}{B},4.0,Legendary Creature — Human Ninja Villain,rare,B,5.0,B,0.6230116648992576,0.09503332554907717,0.6215488215488215,0.6239615216440753,1.7985611510791366,1.8693430656934307,3772,,,"Sneak {1}{B}{B} (You may cast this spell for {1}{B}{B} if you also return an unblocked attacker you control to hand during the declare blockers step. She enters tapped and attacking.) When Elektra enters, destroy target creature an opponent controls with power 3 or less.",https://scryfall.com/card/msh/97/elektra-daughter-of-the-hand?utm_source=api,https://cards.scryfall.io/small/front/a/c/ac3e586c-d654-4631-beda-a5e29cf04717.jpg?1780413542
msh,106,M.O.D.O.K.,{3}{B}{B},5.0,Legendary Artifact Creature — Villain,mythic,B,5.0,B,0.6465422612513722,0.13751030201098313,0.625920471281296,0.6587926509186351,1.5527426160337552,1.6031606672519754,1822,,,"Flying, lifelink Mental Organism — Pay 3 life: M.O.D.O.K. connives. Activate only during your turn. (Draw a card, then discard a card. If you discarded a nonland card, put a +1/+1 counter on this creature.) Designed Only for Killing — Creatures your opponents control get -1/-1.",https://scryfall.com/card/msh/106/modok?utm_source=api,https://cards.scryfall.io/small/front/3/8/38e87542-50f7-4812-9338-84e4b9b7bb44.jpg?1780413618
msh,89,"Black Widow, Super Spy",{1}{B},2.0,Legendary Creature — Human Spy Hero,mythic,B,4.0,B,0.5901737567405632,0.05847131041005893,0.6136363636363636,0.574826560951437,1.598240469208211,1.5969750889679715,1669,,,"Menace Whenever Black Widow deals combat damage to a player, that player exiles cards from the top of their library until they exile a nonland card. You may put a +1/+1 counter on Black Widow. If you don't, you may cast the exiled nonland card until end of turn and mana of any type can be spent to cast that spell.",https://scryfall.com/card/msh/89/black-widow-super-spy?utm_source=api,https://cards.scryfall.io/small/front/6/3/63ce0909-7d7d-410d-ab6c-c87fa3e23877.jpg?1780919701
msh,92,Cruel Alliance,{2}{B},3.0,Sorcery,common,B,4.0,C+,0.5905748806810852,0.059630255273919075,0.5562535053280987,0.6119090782317669,4.654668642811772,3.7774321659677286,23257,,,"Teamwork 2 (As an additional cost to cast this spell, you may tap any number of creatures you control with total power 2 or more.) Exile target creature with mana value 3 or less. If this spell was cast using teamwork, instead exile target creature and you gain 3 life.",https://scryfall.com/card/msh/92/cruel-alliance?utm_source=api,https://cards.scryfall.io/small/front/d/8/d895d5a1-d382-438b-8551-e142bb5142af.jpg?1780919710
msh,93,Dark Deed,{1}{B},2.0,Instant,uncommon,B,4.0,B,0.5954157206184453,0.06677773760940175,0.579331648413367,0.6054852320675106,2.708093278463649,2.393912562257886,9249,,,Target creature gets -4/-4 until end of turn.,https://scryfall.com/card/msh/93/dark-deed?utm_source=api,https://cards.scryfall.io/small/front/4/9/49e36cac-3999-40b3-91b3-85af4fded679.jpg?1780413536
msh,115,Super-Skrull,{1}{B}{B}{B},4.0,Legendary Creature — Skrull Shapeshifter Villain,rare,B,4.0,B-,0.5988040228322914,0.08851884284164158,0.5630498533724341,0.6198704103671706,2.361673414304993,2.34235531241002,3679,,,Flying {2}{W}: Create a 0/4 colorless Wall creature token with defender. {3}{G}: Super-Skrull gets +4/+4 until end of turn. {4}{R}: Super-Skrull deals 4 damage to target creature. {5}{U}: Target player draws four cards.,https://scryfall.com/card/msh/115/super-skrull?utm_source=api,https://cards.scryfall.io/small/front/1/1/11fc8221-756a-4919-9272-38793e9c1ad9.jpg?1778243894
msh,104,Madame Masque,{4}{B},5.0,Legendary Creature — Human Villain,uncommon,B,3.5,B,0.587805925289824,0.06752103527900544,0.5636692818346409,0.6011329556814395,4.146998460749102,3.542229222922292,9316,,,"When Madame Masque enters, she connives. (Draw a card, then discard a card. If you discarded a nonland card, put a +1/+1 counter on this creature.) Whenever you draw your second card each turn, create a 2/1 black Villain creature token with menace. (It can't be blocked except by two or more creatures.)",https://scryfall.com/card/msh/104/madame-masque?utm_source=api,https://cards.scryfall.io/small/front/f/5/f54197b8-6279-43ee-9340-69bd22cf3775.jpg?1780919747
msh,88,"Baron Strucker, HYDRA Overlord",{2}{B},3.0,Legendary Creature — Human Villain,uncommon,B,3.0,D,0.5612452720395694,0.04965386899682611,0.5743440233236151,0.5525423728813559,4.304716661011198,3.484859869261402,6874,,,"Villain spells you cast cost {1} less to cast. Whenever another Villain you control enters, you may have it connive. Do this only once each turn. (Draw a card, then discard a card. If you discarded a nonland card, put a +1/+1 counter on that creature.)",https://scryfall.com/card/msh/88/baron-strucker-hydra-overlord?utm_source=api,https://cards.scryfall.io/small/front/e/a/eaf2251a-ffaf-4055-9474-7e3d08d89609.jpg?1780572732
msh,99,Hour of Defeat,{3}{B},4.0,Instant,common,B,3.0,C+,0.569490172603013,0.043378926550061814,0.5399423782084861,0.5876712328767123,4.296026727120869,3.415875912408759,20046,,,Destroy target creature. Surveil 1. (Look at the top card of your library. You may put it into your graveyard.),https://scryfall.com/card/msh/99/hour-of-defeat?utm_source=api,https://cards.scryfall.io/small/front/9/e/9e0034dd-396e-46af-b931-0daa25da4406.jpg?1780919723
msh,100,HYDRA Infiltration,{3}{B},4.0,Enchantment,common,B,3.0,D,0.5636716224951519,0.026421368516147514,0.5610315186246418,0.5652624309392266,10.555291153415453,7.300620029885097,4641,,,"When this enchantment enters, target opponent discards two cards. Whenever a creature you control attacks alone, target opponent loses 1 life and you gain 1 life.",https://scryfall.com/card/msh/100/hydra-infiltration?utm_source=api,https://cards.scryfall.io/small/front/c/2/c2e446e1-e384-4d5f-8099-544f78c08510.jpg?1780919729
msh,103,"Klaw, Sonic Subjugator",{2}{B},3.0,Legendary Creature — Human Rogue Villain,uncommon,B,3.0,B-,0.5732001377884947,0.03538809667248877,0.5600722673893406,0.5812917594654788,4.774688149688149,3.895089581950896,8709,,,"Sonic Attack — When Klaw enters, target player reveals a number of cards from their hand equal to one plus the number of creature cards in your graveyard. You choose one of them. That player discards that card.",https://scryfall.com/card/msh/103/klaw-sonic-subjugator?utm_source=api,https://cards.scryfall.io/small/front/c/7/c79a86f8-24e9-49a2-8b1c-72a72fed1985.jpg?1780919741
msh,121,"Whiplash, Vengeful Engineer",{B},1.0,Legendary Creature — Human Artificer Villain,uncommon,B,3.0,C-,0.5600691443388073,0.04371349121037693,0.5775220040622884,0.5471414242728184,7.834258231594524,5.524856644228372,3471,,,"Whiplash enters tapped. Whenever Whiplash attacks, if he's equipped, each opponent loses X life and you gain X life, where X is the number of Equipment attached to him.",https://scryfall.com/card/msh/121/whiplash-vengeful-engineer?utm_source=api,https://cards.scryfall.io/small/front/6/f/6f6e6767-4d20-469c-9f4b-7286b8cc1979.jpg?1780919806
msh,123,"Yellowjacket, Heartless Marauder",{1}{B},2.0,Legendary Creature — Human Rogue Villain,uncommon,B,3.0,C,0.5611395178962747,0.04076003792438432,0.5639599555061179,0.5593056894889104,5.4291287386215865,4.184427519355448,6845,,,"Flying Whenever another Villain you control enters, Yellowjacket gets +1/+0 and gains lifelink until end of turn.",https://scryfall.com/card/msh/123/yellowjacket-heartless-marauder?utm_source=api,https://cards.scryfall.io/small/front/d/8/d8f91212-2ff5-4024-8f14-86bb5c4a9754.jpg?1780919820
msh,108,Ninja of the Hand,{2}{B},3.0,Creature — Human Ninja Villain,common,B,2.5,C-,0.5451971248094097,0.029777061002249194,0.5092748735244519,0.567923186344239,9.140861812778603,6.2455523790447405,9182,,,Deathtouch Power-up — {4}{B}: Each opponent discards a card. Put a +1/+1 counter on this creature. (Activate each power-up ability only once. Reduce the cost by its mana cost if it entered this turn.),https://scryfall.com/card/msh/108/ninja-of-the-hand?utm_source=api,https://cards.scryfall.io/small/front/6/b/6b8116d8-2cc6-449b-a8b4-8a5166553497.jpg?1780919753
msh,110,Red Room Recruit,{1}{B},2.0,Creature — Human Spy Villain,common,B,2.5,D+,0.5547749949093871,0.01994764331898058,0.5512040557667934,0.5571720265441552,7.242547425474255,5.373716632443532,19644,,,"When this creature enters, it connives. (Draw a card, then discard a card. If you discarded a nonland card, put a +1/+1 counter on this creature.)",https://scryfall.com/card/msh/110/red-room-recruit?utm_source=api,https://cards.scryfall.io/small/front/f/5/f52a5ba3-a618-4f52-9d33-ba85345eb627.jpg?1780919765
msh,112,"Ronin, Shadow Stalker",{2}{B},3.0,Legendary Creature — Human Rogue Hero,uncommon,B,2.5,C,0.5477453580901857,0.028161302630913543,0.5320304017372421,0.5585384041759881,8.888665325285043,6.275748853107853,2262,,,"Pay 2 life: Add two mana of any one color. Spend this mana only to cast Equipment spells or activate equip abilities. Activate only once each turn. {T}, Sacrifice an Equipment attached to Ronin: Target creature gets -4/-4 until end of turn. Activate only as a sorcery.",https://scryfall.com/card/msh/112/ronin-shadow-stalker?utm_source=api,https://cards.scryfall.io/small/front/f/7/f74b9794-946e-4ddc-93b2-5a321fc51fd0.jpg?1780572750
msh,114,Stolen Stark Tech,{1}{B},2.0,Artifact — Equipment,common,B,2.5,D+,0.5488789237668161,0.02994846651482197,0.5235316997277324,0.5647001699441612,10.00232220609579,6.855281848733673,6690,,,"Flash When this Equipment enters, attach it to target creature you control. That creature gains indestructible until end of turn. (Damage and effects that say ""destroy"" don't destroy it.) Equipped creature gets +1/+0. Equip {1} ({1}: Attach to target creature you control. Equip only as a sorcery.)",https://scryfall.com/card/msh/114/stolen-stark-tech?utm_source=api,https://cards.scryfall.io/small/front/d/b/db4557ad-4141-4dae-870e-a587506f4914.jpg?1780919774
msh,122,Widow's Bite,{1}{B},2.0,Instant,common,B,2.5,C,0.5589562039627705,0.03209114449050143,0.5402539208364451,0.5705305971528933,6.481378811618657,4.821587149573394,17513,,,"Teamwork 3 (As an additional cost to cast this spell, you may tap any number of creatures you control with total power 3 or more.) Choose one. If this spell was cast using teamwork, choose both instead. • Target creature gains deathtouch until end of turn. • Target creature gets -2/-2 until end of turn.",https://scryfall.com/card/msh/122/widows-bite?utm_source=api,https://cards.scryfall.io/small/front/d/b/dbee18af-9ade-4251-81a1-f6e7ffbf480f.jpg?1780919813
msh,91,"Crossbones, Malicious Mercenary",{3}{B},4.0,Legendary Creature — Human Mercenary Villain,uncommon,B,2.0,D+,0.5303825956489122,0.01900833575486427,0.5133689839572193,0.5410687022900763,4.710985002026753,3.76031335345695,5332,,,"Deathtouch Whenever another Villain you control enters, put a +1/+1 counter on Crossbones. He deals 2 damage to each opponent. This ability triggers only once each turn.",https://scryfall.com/card/msh/91/crossbones-malicious-mercenary?utm_source=api,https://cards.scryfall.io/small/front/1/5/1576148a-2371-49ba-8eef-0bc2ec3dcaf3.jpg?1780516520
msh,96,Doom Reigns Supreme,{1}{B},2.0,Enchantment — Plan,rare,B,2.0,D,0.5350799289520426,0.03921785998652533,0.5703463203463204,0.5105421686746988,2.466421343146274,2.361339600470035,2252,,,"Whenever a Villain you control enters, each opponent loses 1 life and you gain 1 life. Put a plan counter on this enchantment. When the fifth plan counter is put on this enchantment, sacrifice it. When you do, target opponent exiles the top five cards of their library. You may cast up to two spells from among the exiled cards without paying their mana costs.",https://scryfall.com/card/msh/96/doom-reigns-supreme?utm_source=api,https://cards.scryfall.io/small/front/9/b/9b99894b-c774-45c2-9ee9-4d6a8e7522f5.jpg?1778243888
msh,102,Kingpin's Enforcers,{2}{B},3.0,Creature — Human Villain,common,B,2.0,D+,0.5319544216001981,0.018012907950144652,0.510880155894771,0.5449449449449449,9.813832772166105,6.722783859759398,8074,,,"Lifelink {2}{B}, Sacrifice an artifact or creature: Draw a card.",https://scryfall.com/card/msh/102/kingpins-enforcers?utm_source=api,https://cards.scryfall.io/small/front/6/4/64056edb-6de2-4694-b771-f35542c25771.jpg?1780919735
msh,113,Roxxon Brutes,{4}{B},5.0,Creature — Human Berserker Villain,common,B,2.0,D-,0.5411686586985391,0.01539673103215955,0.5156163370911107,0.5581481026648655,8.771907381348344,6.118084951102029,13554,,,"Menace (This creature can't be blocked except by two or more creatures.) Whenever you draw your second card each turn, put a +1/+1 counter on target creature. Basic landcycling {2} ({2}, Discard this card: Search your library for a basic land card, reveal it, put it into your hand, then shuffle.)",https://scryfall.com/card/msh/113/roxxon-brutes?utm_source=api,https://cards.scryfall.io/small/front/6/6/66550490-74e1-4bf1-8741-1266dfab3a03.jpg?1780572412
